user_id,movie_id,rating
32,59,4
32,23,5
32,61,2
33,3,4
33,27,4
33,57,4
33,46,4
33,30,3
33,69,4
33,29,4
33,38,1
33,67,3
33,8,3
33,4,2
33,9,1
33,55,4
33,5,1
33,13,1
33,39,4
33,59,4
33,50,3
33,20,1
33,63,3
33,68,4
34,26,5
34,11,3
34,49,2
34,29,2
34,18,1
34,35,5
34,24,5
34,59,4
34,50,2
34,6,1
34,10,3
34,58,5
34,52,2
34,37,4
34,40,5
34,32,1
34,68,4
34,9,1
34,47,4
34,67,2
34,16,4
35,14,3
35,11,4
35,56,3
35,22,1
35,43,5
35,29,2
35,41,5
35,40,4
35,26,4
35,33,4
35,8,2
35,52,1
35,50,2
35,70,4
35,21,3
35,31,1
35,38,4
35,17,5
35,39,2
35,37,1
35,1,5
36,6,5
36,17,5
36,54,2
36,16,5
36,62,3
36,61,4
36,40,5
36,58,2
36,59,1
36,11,5
36,5,2
36,1,2
36,32,3
36,41,4
36,67,5
36,36,3
36,44,4
36,14,5
36,60,2
36,65,4
36,66,1
37,61,2
37,60,5
37,43,2
37,36,5
37,42,1
37,41,4
37,15,1
37,23,2
37,47,2
37,58,1
37,24,2
37,17,3
37,16,1
37,2,2
37,59,1
37,32,2
37,14,3
37,29,1
37,18,3
37,28,5
37,21,4
38,32,3
38,10,3
38,12,2
38,27,4
38,57,2
38,24,5
38,46,3
38,13,5
38,49,2
38,3,2
38,4,3
38,38,4
38,42,2
38,8,1
38,1,4
38,31,1
38,11,5
38,66,1
38,29,3
38,43,4
38,39,3
39,45,1
39,35,2
39,52,5
39,19,3
39,16,4
39,66,1
39,15,4
39,2,2
39,65,1
39,5,1
39,24,1
39,32,1
39,30,4
39,18,4
39,43,5
39,28,4
39,58,2
39,37,5
39,55,4
39,13,5
39,26,3
40,42,4
40,52,2
40,16,1
40,18,5
40,5,5
40,53,1
40,26,5
40,29,3
40,9,1
40,61,1
40,66,5
40,49,1
40,46,2
40,45,5
40,50,1
40,68,3
40,57,1
40,13,4
40,1,4
40,4,1
40,54,4
41,29,5
41,49,1
41,22,5
41,37,1
41,63,1
41,32,1
41,36,1
41,16,1
41,55,4
41,35,2
41,34,3
41,68,1
41,8,5
41,7,5
41,24,5
41,11,3
41,33,2
41,47,2
41,42,4
41,67,5
41,13,4
42,28,5
42,31,2
42,48,2
42,16,4
42,65,1
42,47,3
42,43,2
42,5,4
42,41,5
42,40,3
42,6,5
42,23,2
42,35,1
42,67,2
42,19,5
42,34,2
42,51,5
42,46,4
42,32,3
42,54,4
42,61,4
43,16,5
43,20,3
43,57,3
43,68,3
43,64,3
43,28,3
43,13,5
43,5,2
43,62,5
43,14,5
43,59,3
43,41,5
43,30,2
43,44,2
43,10,2
43,38,4
43,22,5
43,42,1
43,56,3
43,7,4
43,39,3
44,15,5
44,14,2
44,61,3
44,31,1
44,18,2
44,34,2
44,60,2
44,53,4
44,37,3
44,5,3
44,27,2
44,1,2
44,44,3
44,4,3
44,64,2
44,10,4
44,50,4
44,11,3
44,22,3
44,47,5
44,35,4
45,42,3
45,15,2
45,20,3
45,3,5
45,45,5
45,16,4
45,22,4
45,49,4
45,9,3
45,33,1
45,30,2
45,59,3
45,35,4
45,1,2
45,47,1
45,36,2
45,67,4
45,5,2
45,46,5
45,19,5
45,18,4
46,6,1
46,49,2
46,28,3
46,69,3
46,36,4
46,64,5
46,10,2
46,27,3
46,16,2
46,19,3
46,20,3
46,44,5
46,5,3
46,43,5
46,46,2
46,29,2
46,56,5
46,45,5
46,60,2
46,67,1
46,8,2
47,57,1
47,52,4
47,44,2
47,13,1
47,33,4
47,68,1
47,61,5
47,28,2
47,45,4
47,35,1
47,38,3
47,54,3
47,60,3
47,41,5
47,50,5
47,22,4
47,2,2
47,47,3
47,16,3
47,6,3
47,5,1
48,11,2
48,3,3
48,8,5
48,61,4
48,58,2
48,35,3
48,51,3
48,65,2
48,16,4
48,36,3
48,59,1
48,4,1
48,30,3
48,43,2
48,28,2
48,54,3
48,70,2
48,64,1
48,2,5
48,46,4
48,33,1
49,70,5
49,9,2
49,57,5
49,22,5
49,18,2
49,54,3
49,4,3
49,65,2
49,51,4
49,63,3
49,40,1
49,55,3
49,69,2
49,68,5
49,2,5
49,29,4
49,1,3
49,34,3
49,30,3
49,36,4
49,10,2
50,2,5
50,54,5
50,53,4
50,62,3
50,23,2
50,40,2
50,63,4
50,15,2
50,8,3
50,59,2
50,49,2
50,13,5
50,5,1
50,39,3
50,60,3
50,20,4
50,65,5
50,35,5
50,51,5
50,66,1
50,29,5
51,38,1
51,61,2
51,45,4
51,5,5
51,4,5
51,54,2
51,40,3
51,36,2
51,2,2
51,25,4
51,29,2
51,60,2
51,23,5
51,16,2
51,10,4
51,62,3
51,15,5
51,18,1
51,6,4
51,22,5
51,27,5
52,18,4
52,36,1
52,43,5
52,44,4
52,31,5
52,35,5
52,33,4
52,47,3
52,1,3
52,40,5
52,53,5
52,9,5
52,50,2
52,24,5
52,62,4
52,58,2
52,7,1
52,15,2
52,69,2
52,48,2
52,64,1
53,38,2
53,57,1
53,64,5
53,32,1
53,48,5
53,19,4
53,24,1
53,44,3
53,31,3
53,18,3
53,63,2
53,67,2
53,51,5
53,54,5
53,62,5
53,30,1
53,22,5
53,50,2
53,16,1
53,12,4
53,37,3
54,14,3
54,70,1
54,59,2
54,11,4
54,13,2
54,20,2
54,54,2
54,4,3
54,30,4
54,33,1
54,18,2
54,50,2
54,65,4
54,12,2
54,43,1
54,62,1
54,27,3
54,49,1
54,34,5
54,9,5
54,7,3
55,30,5
55,37,1
55,38,2
55,52,3
55,39,2
55,67,5
55,14,5
55,44,2
55,43,4
55,7,5
55,66,1
55,25,4
55,17,5
55,46,4
55,42,1
55,29,2
55,4,4
55,58,4
55,51,2
55,5,2
55,24,1
56,70,3
56,6,1
56,68,1
56,51,1
56,2,1
56,11,5
56,15,1
56,25,5
56,64,3
56,5,1
56,38,2
56,29,4
56,33,1
56,50,1
56,26,3
56,48,4
56,44,4
56,37,4
56,4,3
56,30,1
56,28,1
57,55,3
57,44,4
57,51,2
57,18,5
57,57,5
57,69,4
57,25,1
57,40,1
57,60,3
57,20,3
57,47,5
57,23,3
57,30,3
57,67,2
57,32,2
57,43,5
57,13,5
57,1,4
57,54,5
57,39,1
57,38,3
58,31,5
58,14,5
58,23,1
58,38,2
58,9,1
58,34,5
58,18,2
58,51,1
58,44,1
58,49,2
58,8,2
58,57,3
58,27,2
58,43,2
58,56,5
58,39,4
58,22,2
58,21,1
58,20,3
58,47,3
58,7,2
59,13,3
59,2,4
59,22,2
59,9,3
59,33,4
59,39,5
59,5,3
59,31,2
59,45,2
59,49,5
59,56,2
59,25,3
59,67,4
59,36,1
59,41,3
59,26,1
59,32,2
59,52,3
59,61,2
59,57,4
59,35,1
60,13,5
60,54,5
60,41,4
60,61,4
60,32,3
60,27,3
60,53,4
60,64,1
60,21,1
60,37,3
60,62,1
60,57,4
60,16,1
60,67,1
60,66,3
60,63,1
60,20,3
60,46,4
60,48,4
60,52,3
60,39,4
61,23,5
61,28,2
61,10,5
61,58,2
61,32,4
61,62,4
61,27,5
61,40,1
61,53,1
61,25,2
61,49,3
61,36,1
61,60,2
61,5,1
61,39,3
61,13,4
61,57,2
61,56,3
61,67,3
61,11,4
61,61,5
62,30,4
62,25,3
62,56,3
62,44,3
62,46,2
62,58,1
62,60,5
62,63,4
62,4,2
62,62,3
62,53,4
62,33,1
62,39,5
62,38,1
62,68,5
62,54,4
62,23,2
62,9,3
62,14,2
62,37,1
62,8,3
63,55,4
63,45,1
63,53,4
63,51,1
63,52,3
63,67,4
63,11,5
63,64,1
63,17,5
63,37,5
63,38,5
63,50,2
63,5,3
63,46,5
63,59,3
63,68,5
63,54,2
63,4,1
63,48,5
63,2,1
63,29,4
64,49,4
64,5,1
64,37,4
64,26,1
64,2,1
64,42,2
64,30,5
64,6,2
64,27,4
64,14,1
64,65,3
64,20,1
64,59,2
64,17,5
64,46,3
64,36,1
64,41,3
64,55,5
64,60,5
64,16,5
64,31,3
65,57,5
65,10,4
65,4,4
65,32,4
65,16,1
65,21,1
65,13,1
65,39,5
65,6,2
65,31,4
65,67,1
65,1,4
65,49,4
65,55,1
65,27,1
65,48,1
65,52,3
65,36,1
65,9,2
65,19,1
65,20,3
66,45,5
66,26,4
66,56,3
66,43,5
66,34,1
66,15,2
66,29,4
66,5,2
66,59,4
66,12,5
66,70,4
66,63,3
66,6,1
66,64,1
66,18,4
66,50,3
66,1,3
66,35,1
66,11,5
66,36,4
66,46,1
67,44,3
67,36,4
67,4,3
67,62,1
67,60,5
67,9,4
67,64,1
67,21,2
67,33,5
67,32,5
67,17,1
67,58,4
67,42,2
67,12,1
67,47,5
67,19,1
67,3,1
67,30,5
67,67,4
67,39,1
67,20,3
68,52,3
68,59,3
68,64,2
68,47,1
68,33,4
68,23,3
68,15,5
68,51,1
68,20,2
68,43,3
68,39,3
68,6,4
68,67,3
68,36,4
68,21,5
68,9,4
68,7,4
68,35,3
68,40,5
68,14,1
68,10,3
69,62,4
69,38,5
69,27,2
69,8,5
69,7,2
69,25,5
69,51,4
69,20,1
69,69,2
69,4,4
69,40,3
69,66,4
69,41,1
69,39,1
69,34,2
69,63,3
69,29,4
69,53,1
69,70,5
69,55,5
69,12,5
70,32,1
70,8,1
70,17,2
70,38,4
70,47,1
70,2,5
70,11,4
70,57,3
70,49,3
70,33,3
70,3,5
70,29,1
70,54,4
70,65,5
70,25,4
70,62,1
70,12,5
70,22,2
70,59,5
70,39,1
70,10,4
71,6,3
71,17,4
71,50,3
71,32,5
71,47,1
71,28,1
71,54,5
71,66,2
71,59,1
71,42,3
71,29,2
71,9,5
71,25,5
71,41,1
71,11,3
71,30,2
71,4,1
71,20,5
71,63,4
71,7,4
71,8,1
72,20,1
72,49,5
72,43,3
72,11,3
72,8,1
72,31,3
72,14,5
72,59,1
72,53,1
72,38,5
72,28,5
72,66,4
72,32,1
72,1,5
72,18,2
72,50,2
72,36,2
72,65,4
72,44,1
72,5,5
72,58,2
73,53,4
73,6,3
73,43,1
73,38,4
73,39,2
73,66,5
73,18,3
73,67,2
73,42,4
73,8,4
73,70,1
73,45,5
73,3,3
73,56,5
73,49,1
73,34,3
73,48,1
73,20,2
73,10,1
73,4,3
73,35,5
74,25,2
74,50,3
74,69,3
74,53,1
74,40,4
74,60,4
74,17,5
74,67,3
74,29,5
74,65,4
74,45,4
74,38,4
74,14,2
74,51,1
74,1,2
74,63,3
74,22,3
74,37,3
74,34,2
74,21,5
74,33,4
75,4,4
75,13,5
75,24,1
75,60,5
75,62,2
75,58,3
75,67,2
75,66,4
75,51,2
75,9,2
75,21,3
75,57,1
75,31,3
75,27,1
75,6,2
75,52,1
75,56,1
75,55,5
75,46,1
75,15,4
75,33,2
76,43,2
76,39,5
76,4,3
76,58,2
76,24,2
76,41,4
76,15,3
76,32,4
76,36,4
76,44,5
76,47,3
76,3,5
76,19,4
76,29,4
76,26,2
76,38,3
76,27,4
76,65,5
76,51,4
76,31,3
76,45,3
77,30,5
77,41,4
77,16,3
77,61,4
77,69,1
77,22,5
77,8,3
77,27,5
77,33,3
77,26,2
77,46,1
77,59,4
77,21,4
77,38,4
77,39,1
77,32,5
77,5,4
77,14,5
77,58,2
77,31,5
77,56,4
78,11,3
78,5,1
78,7,3
78,23,4
78,8,2
78,42,2
78,66,4
78,50,4
78,22,4
78,16,5
78,56,2
78,28,2
78,1,3
78,21,3
78,63,3
78,9,3
78,60,5
78,33,1
78,40,4
78,52,4
78,12,4
79,55,2
79,20,4
79,32,2
79,33,2
79,66,1
79,29,1
79,21,2
79,22,3
79,41,4
79,2,3
79,46,1
79,14,1
79,69,1
79,65,2
79,51,3
79,53,4
79,19,3
79,8,3
79,42,3
79,44,4
79,23,4
80,8,2
80,61,2
80,6,5
80,39,4
80,38,1
80,1,3
80,4,4
80,15,2
80,35,3
80,52,4
80,69,2
80,49,4
80,27,5
80,51,2
80,70,2
80,50,3
80,42,3
80,33,3
80,21,1
80,65,5
80,16,5
81,70,5
81,27,2
81,40,3
81,18,1
81,35,3
81,29,2
81,69,3
81,6,4
81,46,2
81,44,1
81,45,1
81,20,3
81,13,1
81,68,1
81,65,1
81,21,1
81,9,1
81,2,3
81,38,3
81,36,2
81,53,2
82,45,1
82,31,5
82,47,4
82,68,2
82,1,1
82,16,5
82,38,5
82,58,2
82,67,1
82,63,1
82,37,4
82,4,3
82,55,4
82,35,3
82,11,1
82,34,1
82,13,5
82,15,5
82,32,2
82,2,3
82,6,3
83,38,5
83,39,1
83,31,3
83,9,3
83,16,1
83,27,1
83,59,4
83,3,5
83,41,1
83,49,2
83,40,4
83,1,5
83,53,1
83,56,4
83,25,4
83,64,4
83,35,1
83,13,2
83,50,4
83,22,4
83,23,3
84,23,3
84,49,4
84,2,2
84,61,5
84,14,1
84,56,1
84,3,2
84,5,1
84,47,5
84,28,1
84,7,4
84,64,1
84,42,4
84,18,1
84,67,5
84,15,4
84,31,1
84,35,4
84,8,3
84,29,1
84,41,2
85,36,1
85,61,2
85,57,4
85,21,1
85,10,1
85,52,4
85,11,3
85,24,4
85,43,5
85,64,5
85,27,5
85,20,5
85,56,3
85,63,1
85,3,2
85,46,4
85,62,1
85,35,4
85,33,2
85,5,2
85,59,1
86,35,3
86,19,2
86,41,3
86,69,2
86,16,2
86,10,5
86,12,1
86,7,1
86,33,5
86,63,2
86,68,5
86,36,3
86,51,5
86,60,2
86,37,3
86,66,2
86,3,5
86,64,4
86,52,3
86,55,2
86,45,4
87,47,4
87,46,2
87,8,1
87,29,3
87,27,3
87,13,3
87,63,1
87,31,1
87,41,1
87,62,4
87,17,2
87,54,2
87,39,2
87,3,3
87,5,1
87,2,5
87,32,3
87,6,5
87,38,4
87,15,5
87,45,5
88,24,2
88,29,5
88,38,2
88,15,3
88,46,5
88,59,1
88,4,1
88,1,4
88,2,3
88,11,2
88,51,1
88,37,3
88,5,2
88,13,4
88,47,3
88,50,2
88,45,4
88,9,1
88,33,2
88,57,4
88,65,4
89,35,3
89,8,1
89,42,4
89,34,4
89,9,2
89,14,3
89,44,4
89,54,2
89,17,5
89,56,5
89,5,2
89,55,1
89,26,5
89,60,5
89,47,2
89,32,3
89,2,5
89,68,1
89,16,4
89,12,5
89,20,4
90,38,5
90,56,1
90,59,5
90,53,3
90,14,1
90,65,2
90,19,5
90,43,2
90,68,5
90,11,3
90,4,3
90,23,5
90,58,4
90,66,2
90,49,3
90,20,2
90,24,1
90,61,2
90,12,3
90,15,5
90,51,5
91,61,4
91,38,5
91,28,2
91,57,2
91,26,1
91,47,1
91,29,4
91,45,3
91,58,1
91,69,5
91,22,1
91,59,3
91,16,3
91,64,4
91,30,5
91,46,4
91,11,1
91,25,5
91,40,5
91,63,1
91,7,3
92,8,2
92,40,1
92,34,3
92,19,2
92,54,2
92,60,5
92,29,3
92,43,3
92,25,2
92,57,1
92,47,1
92,6,3
92,26,2
92,48,3
92,15,3
92,59,2
92,42,3
92,1,3
92,27,1
92,55,5
92,21,1
93,8,4
93,28,2
93,24,3
93,10,5
93,9,1
93,59,4
93,47,3
93,69,2
93,25,1
93,43,5
93,18,5
93,20,1
93,41,2
93,57,4
93,38,2
93,33,2
93,67,1
93,36,2
93,32,4
93,21,3
93,22,5
94,39,2
94,50,4
94,7,4
94,37,1
94,40,2
94,12,3
94,30,4
94,26,5
94,69,3
94,66,1
94,53,2
94,31,4
94,59,3
94,2,3
94,70,1
94,21,2
94,55,2
94,51,3
94,58,1
94,52,4
94,27,5
95,50,2
95,17,4
95,11,4
95,67,4
95,25,4
95,12,3
95,1,2
95,47,1
95,29,2
95,5,3
95,14,1
95,63,4
95,44,3
95,9,5
95,56,4
95,43,4
95,10,1
95,62,5
95,22,1
95,33,4
95,59,1
96,5,1
96,6,5
96,4,5
96,26,3
96,50,1
96,30,3
96,52,2
96,28,4
96,38,1
96,63,4
96,36,4
96,10,1
96,8,2
96,62,2
96,53,2
96,3,3
96,68,2
96,58,1
96,40,2
96,24,5
96,23,1
97,62,3
97,5,5
97,64,5
97,26,2
97,1,2
97,51,5
97,37,3
97,46,2
97,69,1
97,14,1
97,44,1
97,19,1
97,31,1
97,61,3
97,32,4
97,22,4
97,8,2
97,35,4
97,12,1
97,20,3
97,6,3
98,28,3
98,18,4
98,26,3
98,31,5
98,39,3
98,9,5
98,20,5
98,10,1
98,30,4
98,1,1
98,43,1
98,50,4
98,45,2
98,21,3
98,49,4
98,55,5
98,22,3
98,23,1
98,46,5
98,42,3
98,67,4
99,54,5
99,23,5
99,69,5
99,2,5
99,70,4
99,52,2
99,26,5
99,61,5
99,55,3
99,67,5
99,65,2
99,51,5
99,63,1
99,10,4
99,62,3
99,6,4
99,58,4
99,9,1
99,34,3
99,53,2
99,4,5
100,59,2
100,9,3
100,43,1
100,31,2
100,38,1
100,15,1
100,2,3
100,70,3
100,24,1
100,40,3
100,22,2
100,56,3
100,23,3
100,68,1
100,3,4
100,17,5
100,51,4
100,26,5
100,20,2
100,69,5
100,37,4
